City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Promyshlennaya,RU,54.9159,85.6385,74.21,68,77,7.02,light rain
697,Seoul,KR,37.5683,126.9778,91.0,44,0,8.05,clear sky
698,Port Keats,AU,-14.25,129.55,86.16,20,10,7.74,clear sky
699,Kingaroy,AU,-26.5333,151.8333,66.24,27,0,4.61,clear sky
700,Boma,GH,7.0805,-2.1697,71.29,91,100,3.67,overcast clouds
701,Bonaventure,CA,48.0457,-65.4926,70.39,94,51,8.05,broken clouds
702,Arequipa,PE,-16.3989,-71.535,53.11,51,27,1.05,scattered clouds
703,Kropotkin,RU,45.4375,40.5756,90.07,38,100,12.75,overcast clouds
704,Kiruna,SE,67.8557,20.2251,59.92,63,65,11.5,broken clouds
705,Matongo,TZ,-2.3833,34.0833,82.89,32,30,3.74,scattered clouds
706,Changji,CN,44.0167,87.3167,88.59,25,20,8.95,few clouds
707,Zilupe,LV,56.3862,28.1217,67.28,75,94,9.01,overcast clouds
708,Vostok,RU,46.4856,135.8833,66.4,96,100,2.33,light rain
